nom;type;prérequis str;prérequis end;prérequis dex;prérequis int;prérequis wis;prérequis archerie;prérequis attaque;bonus str;bonus end;bonus dex;bonus int;bonus  wis;prérequis archerie;prérequis attaque;ca;puissance terre;puissance eau;puissance air;puissance feu;puissance lumière;puissance nécromancie;résistance terre;résistance eau;résistance air;résistance feu;résistance lumière;résistance nécromancie;attaque;esquive;archerie;parade;coup puissant;coup assommant;coup critique;transpercer l'armure;guérison rapide;méditation;immobilisation;profusion de mana;vol;se cacher;piller;chercher;métier;effet;remarque
Cordon d'apaisement;Armures spéciales;;14;;33;5;;;;;;;5;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;Prérequis : Endu 20, Intel 14, Sagesse 33, encombrement 1 +1 CA -2 Esquive +3 Puissance lumière +5 Sagesse Obtention : Couturier level 4 | ;
Ceinture de noblesse;Armures spéciales;;;;;;;;;25;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endu 25, Sagesse 25, Intelligence 25, encombrement 6 Bonus : +10 chance | Obtention : Donjon 200+ : les bijoux d'Eléonore | ;
Ceinturon d'immunisation aux poisons mineurs;Armures spéciales;;5;;66;66;;;;-30;;;;;;;;;;;;;-5;-5;-5;-5;-5;-5;;-15;;;;;;;;;;;;;;;;Prérequis : Endu 35, Intel 73, Sagesse 66, encombrement 1 +2 CA -15 esquive +10  comp: Premiers soins -30 endurance -5 all résistances Obtention : Couturier level 20 | ;
Ceinturon d'immunisation aux poisons;Armures spéciales;;10;;78;78;;;;-40;;;;;;;;;;;;;-10;-10;-10;-10;-10;-10;;;;;;;;;;;;;;;;;;Prérequis : Endu 40, Intel 96, Sagesse 78, encombrement 1 +2 CA +15 ?? -40 endurance -10 all résistances Obtention : Couturier level 46 | ;
Ceinturon d'immunisation aux poisons majeurs;Armures spéciales;;15;;109;109;;;;-50;;;;;;;;;;;;;-15;-15;-15;-15;-15;-15;;;;;;;;;;;;;;;;;;Prérequis : Endu 45, Intel 136, Sagesse 109, encombrement 1 +2 CA +20 ?? -50 endurance -15 all résistances Obtention : Couturier level 72 | ;
Bottes;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bottes de lézard blanc;Armures spéciales;;130;;18;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endu 60, Intel 130, Sagesse 18, encombrement 6 +5 CA +5 Puissance eau +10 Résist feu -5 Puissance feu Obtention : Dragon Yeridaj (sortie de la grotte vers la ville de Niève) | ;
Bottes de la tortue;Armures spéciales;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;;;;;;Prérequis : Endurance 60, Encombrement 6 +1 CA +20 se faufiler et se dissimuler -2 Esquive Obtention : | ;
Bottes de Lutin rouges;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Encombrement 2 +5 Chance Prix de vente : 8.000 Obtention : Quête de Noël | ;
Bottes de Lutin vertes;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Encombrement 1 +3 chance Prix de vente : 4.000 Obtention : Quête de Noël | ;
Plastrons;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armure de cuir rapiécée;Armures spéciales;5;30;;;;5;5;5;;;;;;;;;;;;;;;;;;;;25;-15;25;;;;;;;;;;;;;;;Prérequis : Endurance 30, encombrement 3 +5 CA -15 Esquive +25 Attaque et Archerie +5 Force Obtention : donjon 1-30 : Donjon du Gobelet | ;
Armure en lambeaux;Armures spéciales;140;60;;60;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Force 80, Endu 140, Intel 60, Sagesse 60 +16 CA +10 Résist nécro +15 all stat Obtention : garde mort-vivant (invocation de Liridell), Sentinelle Morte-vivante | ;
Plastron d'argent;Armures spéciales;;160;;;;;;;;;;;;;;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endu 160, encombrement 12 +21 CA +5 all Puissances Obtention : Dragon Freidaclan (Ouest entrée crypte RD) | ;
Plastron d'orc en cuir clouté;Armures spéciales;;60;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;Prérequis : Endu 60, encombrement 9 +3 CA +2 all Résistances Obtention : Armurier level  9 | ;
Plastron du pommier;Armures spéciales;;105;;66;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endu 105, Sagesse et intell66, encombrement 8 +5 CA En frappant son adversaire, fait apparaître des pommes dans son inventaire Obtention : Armurier level 66 | ;
Plastron protecteur de Théopold;Armures spéciales;;380;;142;142;;;;;;;;;;;;;;;;;20;20;20;20;20;20;;;;;;;;;;;;;;;;;;Prérequis : Endu 340 (anc 380 maj du 4/4/18), Intel 139, Sagesse 142, Encombr 14 +21 CA Quand le porteur est attaqué, lance parfois un sort qui donne +50 CA et +20 all résist à tout les membres de son groupe durant 3 minutes Obtention : Armurier level 104 | ;
Haubert d'armure légendaire de camouflage;Armures spéciales;5;800;5;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;10;;;;;;;Prérequis : 190 Force - 80 Endurance - 800 Dext. +19 CA +1 Coup critique +10 immobilisation + % archerie +5 transpercer armure +13 faufiler +13 dissimulation +5 résistance : nécro-lumière-feu-eau-air-terre +%dext +5 chance +% force  Obtention : Armurier level 105 | ;
Plastron de rejet;Armures spéciales;;380;;4;;;;;;;;;;;;;;;;;;12;12;12;12;12;12;;-21;;;;;;;;;;;;;;;;Prérequis : Endu 340 (anc 380 maj du 4/4/18), intel 95 (maj du 4/4/18), encomb 14 +79 CA -21 esquive +12 all Résistances Repousse parfois l'ennemi lors d'un combat Obtention : Armurier level 110 | ;
Gants;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gants d'Orc en cuir clouté;Armures spéciales;;60;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;Prérequis : Endurance 60, Encombrement 4 Bonus : +1 CA,+1 all résistances Obtention : Armurier level 1 | ;
Gants du manipulateur d'orage;Armures spéciales;;20;;38;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endurance 20, Sagesse 35, Intell 38, Encombrement 3 Bonus : +2 CA, sort ? Obtention : Couturier level 42 | ;
Gants d'acier des monts de Righul;Armures spéciales;60;60;;;;;;10;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;Prérequis : Endurance 55, Force 60, Encombrement 4 Bonus : +2 CA, +5 Immob, +20 Attaque, +10 Force Obtention : Armurier level 24 | ;
Poigne de fer;Armures spéciales;42;42;;;;;;50;;;;;;;;;;;;;;;;;;;;25;-25;;;;;25;;;;;;;;;;;Prérequis : Endurance 55, Force 42, Encombrement 5 Bonus : +3 CA, +10 Force, +50 Coup Critique, +25 Attaque Malus : -25 Esquive. Obtention : Couturier level 11 | ;
Gants d'influence élémentaire;Armures spéciales;;20;;38;35;;;;;;5;5;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endurance 20, Intelligence 38, Sagesse 35, Encombrement 3 Bonus : +2 CA, +5 Sagesse et Intelligence, +3 puissances eau air terre feu pour le groupe proche !! | Obtention : Couturier level 19 , Donjon du capitaine Coupe-jarret | ;
Gants de voleur;Armures spéciales;;15;;30;;;;;;10;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;10;;;;;Prérequis : Endurance 15, Intelligence 30, Encombrement 3 Bonus : +1 CA, +5 Vol, +7 Dextérité, +10 Esquive Obtention : Armurier level 43 | ;
Gants de noblesse;Armures spéciales;;25;;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endu 25, Sagesse 25, Intelligence 25, Encombrement 6 Bonus : +15 chance Obtention : Armurier level 106 | ;
Jambières;Armures spéciales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bénard capteur de magie;Armures spéciales;;38;;35;38;;;;;;;;;;;;;;;;;3;;3;;;;;-25;;;;;;;;2;;;;;;;;Prérequis : Endu 20, Sagesse 38, Intelligence 35, Encombrement 4 Bonus : +2 CA, +10 Méditation, +3 Résistances terre air eau feu, -25 Esquive Obtention : Couturier level 10 | ;
Braies du don de soi;Armures spéciales;;40;;;71;;;;;;;3;;;;;;;;5;;;;;;;;;-7;;;;;;;;;;;;;;;;Prérequis : Endurance 40, Sagesse 71, Encombrement 5 Bonus : +3 CA, +15 Sagesse, +5 Puissance lumière, +25 Retour à la vie, -7 Esquive Obtention : Couturier level 37 | ;
Jambières des alvors;Armures spéciales;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Prérequis : Endurance 150 Bonus : +6 CA, +5 résistances eau terre air feu nécro Obtention : Armurier level 74 | ;
Jambières de stabilité;Armures spéciales;;125;;;;;4;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;30;;;;;;;Prérequis : Endurance  125, Encombrement 12, 800 attaque ?(maj du 4/4/18) Bonus : +4 CA, +10 Immobilisation, +30 Esquive Obtention : Armurier level 69 | ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★  ★           Haut de page     N'hésitez pas à signaler les erreurs ou bizarreries que vous pourriez rencontrer sur cette page. Merci. | ;
